sentence,og_sentence,kmeans_cluster,x,y
nó khác nhau gì vậy bạn,Nó khác nhau gì vậy bạn,8,40.920586,6.34544
mình thấy có loại 8105 với 8106,Mình thấy có loại 8105 với 8106,14,6.360291,-20.766554
mình ở thành phố hồ chí minh,Mình ở tphcm,4,-63.905033,2.538908
bé nhà mình được 6m rồi,Bé nhà mình đc 6m rồi,12,-27.169109,38.92038
ghế với nôi cái nào tiện hơn bạn,Ghế với nôi cái nào tiện hơn bạn,2,48.859127,7.086212
15/7 ngô gia tự thành phố phan rang tháp chàm ninh thuận 0985952966,15/7 ngô gia tự. Tp phan rang tháp chàm. Ninh thuận. 0985952966,10,-59.370167,-40.851616
được kiểm hàng phải không ạ,Đc kiểm hàng phải k ạ,0,-0.746055,45.354942
lấy em 1 cái nhé shop,Lấy e 1 cái nhé sh,9,31.658998,71.561035
dùng cho bé từ mấy tháng tuổi shop nhỉ,Dùng cho bé từ mấy tháng tuổi shop nhỉ,0,15.730659,36.791962
ưng lắm ạ,ưng lắm ạ,3,-1.853144,-75.179337
cái bảng chữ,cái bảng chữ,3,6.570978,-76.411079
mình vừa nhâjd dược đồ,mình vừa nhaanjd dược đồ,3,-21.803255,-61.577347
để mình đặt,để mình đặt,1,-14.629732,82.580956
ôn,Ôn,11,63.93166,-41.14476
mình muốn mua cái vali,mình muốn mua cái vali,6,2.912571,2.641245
à cho mình hỏi thêm,À cho mình hỏi thêm,1,2.761509,56.71154
nhưng không chắc như đứng ở sàn không đúng không ạ,Nhưng ko chắc như đứng ở sàn ko đúng ko ạ??,8,16.014668,-6.14587
sao trải thảm xuống mặt vẫn đứng được cũi hả shop,Sao trải thảm xuống mat vẫn đứng đc cũi hả shop,3,7.914499,-58.372276
nhưng mình thays shop để ảnh như thế nào,Nhưng mình thays shop để ảnh ntn,2,54.004513,13.600159
giờ không bán nữa ạ,Giờ k bán nữa ah,9,26.934631,42.782818
em chụp cho chị cái chân thành được không nhỉ,em chụp cho c cái chân thanh đc ko nhỉ,0,-2.839424,26.637022
shop mình ở đâu vậy em,shop mình ở đâu vậy e,0,-7.552147,47.256542
cho mình hỏi 2 mẫu này thì bé mấy tuổi dùng được ạ,Cho mình hỏi 2 mẫu này thì bé mấy tuổi dùng đc ah,0,16.133802,50.1166
mình hỏi mẫu th2 ấy nhé,mình hỏi mẫu th2 ấy nhé,14,-23.128489,-17.63625
get started,Get Started,4,-74.025597,12.08388
có 1 loại có size nhỏ 1m32 x 1m32 thì sao bạn,Có 1 loại có sz nhỏ 1m32 x 1m32 thì sao bạn?,8,29.66046,-18.43181
get started,Get Started,4,-74.025597,12.08388
1 8x2m,1.8X2M,3,-4.315106,-86.60524
bạn có 1 loại này hay sao ạ,B có 1 loại này hay sao ạ,2,51.415874,46.83614
check giúp mình nhé,Check giúp m nhé,12,-39.880871,35.414715
mình chuyển rồi,Mình chuyển r,1,-26.175875,73.339806
0917460350/0904636090,0917460350/0904636090,11,63.051563,-28.008572
đến nhà a khu 7 2ha vĩnh phúc ba đình,"Đến nhà A, khu 7,2ha Vĩnh Phúc, Ba Đình",13,-49.272305,-27.804619
còn ạ,Còn ạ?,2,56.136822,34.538948
vậy tạm dừng nha shop,Vậy tạm dừng nha shop,3,-4.60076,-65.708534
thảm này của trung quốc hay hàng bạn,Thảm này của tq hay hàn b,2,40.084126,35.477123
mình chưa đặt,M chưa đặt.,1,-23.501223,73.9356
shop ở hà nội không ạ,Shop ở HN k ạ?,4,-56.179302,14.461609
vì cn mình đem đi tặng,vì Cn mình đem đi tặng,14,-6.888926,-46.465206
mình lấy hộp nhạc và voi phun nước nhé,mình lấy hộp nhạc và voi phun nước nhé,14,-0.908345,-41.499683
giờ anh cần nhanh lí lại,giờ anh cần thanh lí lại,14,0.169152,-32.922558
đợt anh có mua 2 sản phẩm này bên em,đợt anh có mua 2 sản phẩm này bên e,0,20.934742,29.851767
à còn về việt trì,A còn về việt trì,7,20.474823,-31.451164
uh,Uh,10,-39.810646,-53.25288
sản 0914465899,Sơn 0914465899,3,-22.244278,-74.089409
xanh nhé,Xanh nhé,6,-18.163116,-6.527322
chờ ạ đệm lại,Cho a dem lại,7,15.861221,-31.433796
được bạn nhé,đc b nhé,1,-8.159694,76.705681
vận chuyển trên đây cao quá,vận chuyển trên đây cao quá,8,11.168064,-6.155611
lí sản phẩm này được không,list sp này đc k,6,7.93392,10.199551
mình muốn tặng 2 món ấy,Mình muốn tặng 2 món ấy,6,-2.594035,1.197848
bên bạn còn thảm nhạc,Bên bạn còn thảm nhạc,8,38.742256,-3.363769
mà thích thảm kia hơn,Mà thích thảm kia hơn,8,23.862654,-5.054078
trước 11h,Trước 11h,10,-32.890839,-63.024029
với thảm xpe không,với thảm XPE không,8,26.826283,-8.649102
bạn ới,bạn ới,3,-16.683826,-88.343315
em thấy shop đăng có loại 1 5 triệu,E thấy shop đăng có loại 1.5tr,2,30.755354,17.754665
em không,E k,1,11.03307,73.500725
này ấy ạ,Này ấy ạ,2,42.723354,23.756945
để em đặt,Để e đặt,1,-1.653717,69.657875
em đến chỗ chị mấy lần roiì,Em đến chỗ c mấy lần roiif,14,-2.642787,-16.810781
6h em qua à,6h e qua ak,6,-14.338269,-3.131092
mà em bảo,Mà e bảo,9,12.91958,55.867268
trả lời em đi ai,Trả lời e đi ai,14,-4.906804,-20.614246
thế thì bé không dùng được rồi,Thế thì bé ko dùng đc rồi,9,19.388321,64.673439
bánh mềm hay công,Cánh mềm hay cứng,3,-4.980515,-78.743881
em bé thò tay vào được không,Em bé thò tay vào đc ko,6,-13.499531,6.825592
cho mình hỏi quạt này,Cho mình hỏi quạt này,12,-37.537117,20.148123
là cánh mềm hay bánh cứng shop,Là cánh mềm hay cánh cứng shop,3,-2.919342,-75.383125
quạt này,Quạt này,3,7.700407,-79.470421
nêư có giao luôn cho mình,Nêuw có giao luôn cho mình,12,-34.553997,31.430979
đúng rồi ạ,Đúng r ạ,0,2.795755,47.946976
mình muốn mua thảm ghép loại tốt,minh muon mua thảm ghép loại tôt,6,1.42257,4.251902
ưng lắm shop ạ,Ưng lắm shop ah,7,16.793432,-48.447762
tớ nhận được 1 đàn rồi,T nhận đc 1 đàn r,12,-25.163223,45.698376
cho tớ xin mã vận đơn nhé,Cho t xin mã vận đơn nhé,12,-37.814926,16.38588
gửi xg tớ xin mã vận đơn nhé,Gửi xg t xin mã vận đơn nhé,14,-18.438705,-40.814972
bạn gửi ghtk giúp mình nhé,B gửi ghtk giúp mình nhé,12,-39.324772,32.513531
viettel thì đúng rồi,Viettel thì đúng r,6,-0.760121,-9.185337
bạn gửi của bên nào thế ạ,B gửi của bên nào thế ạ,2,58.717281,30.536947
tớ gửi đồ từ quảng ninh vào nhà trang suốt,T gửi đồ từ quảng ninh vào nha trang suốt,13,-39.299759,-16.423115
gửi nhanh cũng chỉ 30k thôi,Gửi nhanh cũng chỉ 30k thôi,7,5.412085,-46.160286
bên shop có xuất hóa đơn vat koa ạ,bên shop có xuất hóa đơn vat koa ạ,3,2.898955,-65.886353
mình là nguyên alađn chuyên phân phối sản phẩm trẻ em nhận khẩu hàn quốc không biết shop mình quan tâm sản phẩm bên mình không ạ,"Mình là Nguyên Aladdin chuyên phân phối sản phẩm trẻ em Nhập khẩu Hàn Quốc.
KHông biết Shop Mình quan tâm sản PHẩm bên MÌnh không ạ!",14,-4.088833,-45.354046
không hoạ tiết này em không thích chị ạ,Ko hoạ tiết này e ko thích c ah,14,5.164594,-18.137051
em ở thái bình,E ở thái bình,4,-50.180317,4.720755
như hình ạ,Như hình ah,2,64.910553,21.846008
get started,Get Started,4,-71.470345,17.784828
vì bạn báo hết 2 mẫu này rồi nên mình hỏi lại,Vì bạn báo hết 2 mẫu này rồi nên m hỏi lại :),0,13.645849,49.225075
ơ mình tưởng mẫu này giống mẫu đầu tiên hình gửi,"Ô, mình tưởng mẫu này giống mẫu đầu tiên mình gửi",14,0.877322,-39.284515
cái này bạn ạ,Cái này b ạ,2,58.420063,43.310398
ngựa bập bênh,Ngựa Bập Bệnh,3,-16.854,-81.266197
sr shop,Sr sh,3,-7.139109,-67.189255
100k - 500k,100k - 500k,13,-70.492805,-20.541819
loại nào dễ ngồi và cho bé tựa được ý ạ,Loại nào dễ ngồi và cho bé tựa đc ý ạ,2,38.557022,10.931823
bộ đi vệ sinh cho bé ạ,Bô đi vệ sinh cho bé ạ,0,13.985643,23.818836
cái này ạ bạn,Cái này ah b,2,58.417587,43.309593
nhà tớ có 2 bé 26m và 11m trong 2 cái này thì cái nào hay hơn ạ bạn,"Nhà t có 2 bé 26m và 11m, trong 2 cái này thì cái nào hay hơn ah b?",2,42.210033,27.339333
máy tạo ẩm,Máy Tạo Ẩm,10,-38.411743,-70.553093
trời,Trời,5,89.516777,-4.901819
9cm shop ạ,9cm shop ah,7,21.66885,-47.931889
1 8x2m,1.8X2M,3,-4.315106,-86.60524
của nước nào sản xuất vậy,Của nước nào sản xuất vậy,2,51.947674,9.352869
mình lấy 1 bóng gỗ số nhé,Mình lấy 1 bảng gỗ số nhé,0,12.484618,43.565121
0387309563,0387309563,11,63.808861,-30.036325
mình mua thùng 8 năm ngoái,Mình mua tháng 8 năm ngoái,3,-25.597569,-62.976776
loại hơn 1 triệu á bạn,Loại hơn 1tr á b,8,37.056351,4.465739
không phải,K phải,9,16.496536,69.96804
get started,Get Started,4,-71.470345,17.784828
mình 1 set nhé,Mình 1 set nhé,0,4.422714,51.465107
chị lấy,C lấy,9,29.02957,72.006943
mà bt 1 đơn 30k thôi mà shop,Mà bt 1 đơn 30k thôi mà shop 😃,8,10.50185,-14.291909
mình vừa đặt cái ghế trên shope,M vừa đặt cái ghế trên shope,6,-1.861769,3.519468
get started,Get Started,4,-74.025597,12.08388
12 tháng,12 Tháng,10,-45.476543,-62.361881
0-36 tháng,0-36 Tháng,10,-58.702728,-63.281395
1m - 2m,1M - 2M,13,-66.785736,-18.869877
vậy thôi nha em,Vậy thôi nha e.,0,18.643881,47.425831
sau hết lắm,Mau hết lắm,7,8.878292,-40.217915
sao rồi,Hao rồi,0,2.193259,44.481678
pin loại nào em,Pin loại nào e?,2,57.327301,18.57305
này chắc cho bé 1-2 tuổi,Này chắc cho bé 1-2 tuổi,14,-18.318619,-24.801392
ừ đng rồi,Ừ đng rồi,10,-62.975639,-65.235481
nhà rồi bạn ạ,Nhỏ rồi bạn ạ,9,18.68874,69.31488
bạn lien he gui jup mình nhé,B lien he gui jup m nhe,3,-25.495848,-61.652626
chay trước 12h hay sao,Chay trc 12h hay sao,3,2.975189,-68.623077
bình xuyên,Bình xuyên,13,-53.130718,-24.501993
tưởng canh,Hương canh,10,-58.453411,-61.984234
0868998844,0868998844,11,63.390091,-33.570984
nhà mình vĩnh phúc,Nha m vĩnh phúc,13,-40.37381,-9.200629
em hỏi nôi rung này có mà,E hỏi nôi rung này cơ mà,6,4.979225,9.78223
get started,Get Started,4,-71.470345,17.784828
nhé,Nhé,1,-21.745247,78.313728
mình cần mua hộp 600gr,Mình cần mua hộp 600gr,14,-17.995968,-20.245388
vừa mới có 1 bạn gọi rồi,Vừa mới có 1 bạn gọi rồi,9,16.680744,53.721043
sao mình không thấy hàng gọi nhỉ,Sao mình ko thấy hãng gọi nhỉ,1,9.080109,65.819962
hôm qua mình đã lắp pin nhg vẫn không đx,Hqua mình đã lắp pin nhg vẫn ko đx,14,-5.229573,-26.08741
hỏi thì không thấy shop trả lời,Hỏi thì ko thấy shop trả lời?,0,-1.602907,34.609737
hàng mình nhận được rồi,Hàng mình nhận đc rồi,1,-32.415745,67.508133
lâu vậy ạ tưởng nhận trong ngày luôn không thì phải mai cho mình chứ ngày kia mình lại không ở nhà,Lâu vậy ah? Tưởng nhận trong ngày luôn. Ko thì phải mai cho mình chứ ngày kia mình lại ko ở nhà,0,0.724176,38.897831
0-36 tháng,0-36 Tháng,10,-58.704018,-63.281406
thế là còn hay hết bạn nhỉ,thế là còn hay hết bạn nhỉ?,2,55.819904,34.943966
ui mình thấy link báo hết hàng ạ,ui mình thấy link báo hết hàng ạ,6,-17.402618,9.157875
không cần,Ko cần,9,15.853559,69.182251
mình chỉnh sát sàn sạt rồi,Mình chỉnh sát sàn sạt rồi,10,-36.822926,-62.876965
làm gì chạm được chân xuống đất đâu,Làm j chạm đc chân xuống đất đâu,3,-10.96456,-73.206841
jo sao,Jo sao,3,-15.193495,-78.715225
mình bảo còn bình mới 2 5t,"Mình bảo con mình mới 2,5t",0,4.240158,22.303778
cao cao vậy,Sao cao vậy,8,27.898399,10.984385
lắp được rồi,Lắp đc r,12,-26.747089,53.360111
huhu,Huhu,5,88.690956,-7.820669
165 xã đàn shop à,165 Xã Đàn shop ak,7,12.059372,-56.370399
ban ngày mình đi làm,ban ngày mình đi làm,6,-16.733923,4.179528
cũng phải 7 giờ kém shop à,cũng phải 7 giờ kém shop ak,8,16.4083,-7.113134
sau 6 giờ mình chưa về kịp được để nhận ấy,sau 6 giờ mình chưa về kịp dc để nhận ấy,6,-20.894493,13.898746
hết hàng rồi mà bạn,Hết hàng rồi mà b?,1,-6.593188,58.560162
1m - 2m,1M - 2M,13,-66.785812,-18.869774
có những loại gì thế shop,Có những loại gì thế shop?,2,58.744049,23.202991
get started,Get Started,4,-74.025597,12.08388
để đặt hàng nhé,De đặt hàng nhe,1,-10.860669,66.995834
cho mình hỏi,Cho mình hỏi,1,1.344794,96.332275
cho mình hỏi,cho mình hỏi,1,0.811122,95.922073
get started,Get Started,4,-74.025597,12.08388
từ 10’30 đến 11’30,Từ 10’30 đến 11’30,10,-46.888901,-45.237614
get started,Get Started,4,-74.025597,12.08388
tháo rời được các chị biết không hay nguyễn bộ ạ,tháo rời đc các chi tiết k hay nguyên bộ ạ?,8,17.925871,13.767517
ghế đa năng ý ạ,ghế đa năng ý ạ,8,24.8235,-20.660202
chat với nhân viên,Chat với nhân viên,4,-70.354279,46.000404
cho mình 1 bộ này nhé,Cho mình 1 bộ này nhé,9,35.420647,78.007088
2 loại bằng gôc trên ấy,2 loại bảng gôc trên ấy,7,25.561264,-32.493748
ạ hôm trước chị có bán cả cái baby futur được ạ,Ah htrc c có bán cả cái Baby futur đk ạ?,6,-10.412716,16.584955
get started,Get Started,4,-71.470345,17.784828
get started,Get Started,4,-74.025597,12.08388
nguyễn chí thanh p12 q5,Nguyễn chí thanh p12 q5,13,-60.74522,-24.279707
cho mình hỏi với chỉ được giặt được đồ của em bé hay giặt được đồ người lớn,"Cho m hỏi vs 
Chỉ đc giặt đc đồ của e bé hay giặt đc đồ người lớn",12,-14.012014,36.771435
get started,Get Started,4,-74.025597,12.08388
cho mình xin lại các hãng khác với,cho mình xin lại các hãng khác với,1,-3.165245,52.125813
bạn check đàn đỏ đen và nhà búp bê giúp mình nhé,Bạn check đàn đỏ đen và nhà búp bê giúp mình nhé,3,-5.821935,-47.116047
chat với nhân viên,Chat với nhân viên,4,-70.354279,46.000404
đấy nhé,đây nhé,12,-28.992771,29.6071
sợ nhỏ quá đạp khó a,Sợ nhỏ quá đạp khó a,10,-43.585796,-42.580166
ý em là dành cho bé đến mấy tuổi ấy ạ,Ý em là dành cho bé đến mấy tuổi ấy ah,0,15.784515,36.310955
có gửi mình link nhé,Có gửi mình link nhé,1,-18.416193,60.515701
150k chữ hay số thế shop,150k chữ hay số thế shop,8,31.264639,-22.315882
cho xin link shope với ạ,Cho xin link shope với ạ,4,-39.309071,16.888622
em tưởng có chốt là vừa ạ,E tưởng có chốt là vừa ạ,8,28.018158,15.947829
bộ của em đấy ạ,Bộ của e đây ạ,9,34.55629,42.487965
em muốn mua thêm quây này,E muốn mua thêm quây này,9,33.354076,54.56329
đây là bộ của em ạ,Đây là bộ của e ạ,9,34.888405,42.31255
em vừa gọi đó ạ,E vừa gọi đó ạ,0,-0.204301,37.89056
kích thước sao ạ,Kích thước sao ạ,5,73.452591,6.314512
hĩ,Hix,5,89.875153,-1.439942
get started,Get Started,4,-74.025597,12.08388
ảival,Arrival,11,62.544792,-35.033463
ghế của mình gửi chưa vậy,Ghế của mình gửi chưa vậy,0,10.902272,49.49065
khoảng mấy ngày có hàng vậy ạ,Khoảng mấy ngày có hàng vậy ạ,0,7.206913,32.971268
0918561262 hân,0918561262 Hân,5,83.16864,-13.655479
shop nhận được gửi hàng giùm em,Shop nhận được gửi hàng giùm em,12,-35.636292,40.403023
chị,Chị,1,8.956842,76.22126
thanh chắn cửa í,thanh chắn cửa í,7,22.428619,-37.593235
em nhầm,em nhầm,14,-12.472289,-28.44212
mình muốn mua ghế này,Mình muốn mua ghế này,9,40.259186,72.042503
get started,Get Started,4,-74.025597,12.08388
cầu trượt là nguyên bộ hay là s shop nhỉ,Cầu trượt là nguyên bộ hay là s shop nhỉ,2,46.389011,26.791227
get started,Get Started,4,-74.025597,12.08388
cả bộ ạ,Cả bộ ạ,2,51.700375,46.403534
cả cầu trượt với xích đu luôn ạ,Cả cầu trượt vs xích đu lun ạ,2,47.722176,25.787975
em muốn hỏi bộ quây cho bé ạ,E muốn hỏi bộ quây cho bé ạ,9,30.534761,68.466164
get started,Get Started,4,-72.489662,15.464743
184/42 bãi sậy p4 q6 thành phố hồ chí minh,184/42 bãi sậy p4 q6 tphcm,13,-62.759068,-24.192711
em cho chị 1bộ chữ bộ bảng số nhé em,E cho chị 1bộ chữ. Bộ bảng số nhe e,6,-5.9728,7.961619
vì chị sắp nghỉ sinh,vì c sắp nghỉ sinh,3,-2.585077,-58.002106
chuyển sớm giúp chị,chuyển sớm giúp c,12,-35.465866,37.125874
chị đặt rồi,c đặt rồi,12,-19.922674,55.394356
link của hộp sữa đó,link của hộp sữa đó,8,24.173414,-2.433676
cho chị,cho c,1,5.295027,90.810577
để chị đặt,ĐẺ C ĐẶT,1,-1.906034,69.373825
uh,UH,10,-39.310978,-54.395786
chỉ có gì để sữa cho bé,chả có gì để sữa cho bé,9,37.460934,58.970848
vì chị đang dùng sữa hộp giấy,vì c đang dùng sữa hộp giấy,8,14.670139,1.771599
được tốt không em,đc tốt k em,12,-26.640284,52.617699
có giữ sữa,có giữ sữa,8,22.538095,-15.807212
quên mất,quên mất,10,-44.711178,-42.652672
800gr,800gr,5,84.519241,-12.220256
800ml với,800ml với,3,-21.830763,-76.12355
hộp trữ sữa hút chân không,hộp trữ sữa hút chân không,7,9.498049,-39.854599
cho tớ ảnh,cho tớ ảnh,1,-0.314498,56.028931
chat với nhân viên,Chat với nhân viên,4,-69.916832,46.396484
mình không tìm thấy,M ko tìm thấy,1,-3.180864,64.468994
chị sợ nhỏ,C so nhỏ,14,1.368631,-31.613682
gối bảo vệ đầu cho bé,Gối bảo vệ đâu cho bé,3,-9.522744,-51.591347
loại nào cũng được,Loại nào cung dc,2,58.469147,30.906229
giống như vậy,Giong nhu vay,2,59.335213,7.859695
loại nào kích cở lớn tí,Loại nao kich cở lớn tí,7,39.339035,-52.188164
vậy thay liên tục em hả,Vậy thay liên tục e ha,3,3.635522,-65.037941
màn dùng dây sạc phải không em,Đàn dùng dây sạc pk e,7,3.393298,-48.777534
bô chữ gỗ ạ,Bộ chữ gỗ ạ,3,-21.912853,-80.951904
chat với nhân viên,Chat với nhân viên,4,-70.168465,45.443504
không đúng,Không đúng!,9,25.587215,58.758636
cho mình ra 50 quán sứ,Cho mình ra 50 quán sứ,3,-17.786457,-52.070404
mình ở hải dương,Mình ở Hải Dương,13,-46.735332,-5.756046
bô chữ và số tổng là 290k đúng kg,Bộ chữ và số tổng là 290k đúng kg?,7,16.525505,-55.743111
phải mô tả bỉm như thế nào nhỉ,Phải mô tả bỉm ntn nhỉ?,7,38.559017,-51.317188
nước gặm nữa,Nướu gặm nữa,7,14.243676,-62.37867
shop mình có bỉm dán momo rabit kg,Shop mình có bỉm dán Momo Rabit kg?,3,-27.787798,-68.17897
cho mình lấy 1 set chữ 1 set số nhé,Cho mình lấy 1 set chữ & 1 set số nhé,0,5.735837,15.368235
chừng nào về hàng nữa bạn,Chừng nào về hàng nữa bạn,8,44.813957,5.066283
bé mình 3 tuổi rồi,Bé mình 3 tuổi r,0,-8.772099,42.969944
mình muốn kím cầu trượt cho bé đó,Mình mún kím cầu trượt cho bé đó,0,25.313892,26.607624
mình thấy thấp quá,Mình thấy thấp quá,6,-9.243812,13.607619
bạn có mỗi loại này thôi hả,Bạn có mỗi loại này thôi hả,2,41.716942,21.530539
máy xay,Máy Xay,8,13.326303,-16.626907
get started,Get Started,4,-71.470345,17.784828
hết tuần rồi mà mình vẫn chưa nhận được quà nữa shop ạ,Hết tuần rồi mà mình vẫn chưa nhận đc quà nữa Shop ạ,12,-14.816396,25.736652
lnao thấy bảo 1350k,Lnay thấy bao 1350k,10,-33.37027,-66.94474
tớ muốn mua sản phẩm này,T muốn mua sản phẩm này,9,31.301949,62.666019
bé nhà mình 3 tháng tuổi,Bé nhà mình 3 tháng tuổi,0,12.997161,38.745888
mình tưởng bên shop sale còn 1 xxx mà,Mìh tưởng bên shop sale còn 1xxx mà,14,7.815656,-17.848949
shop có bộ bàn liền khối vậy kho,Shop có bộ bàn liền khối vậy kho,3,8.924955,-61.792145
có mỗi 1 ghế ạ,Có mỗi 1 ghế ah,2,39.141541,19.442232
chung đó 2150k,Khung đó 2150k,13,-41.153637,-39.032333
nguyễn thị thoa trường mầm non âu cơ ấp long khánh 3 xã tam phước biên hoà đồng nai,"Nguyễn thị thoa, trường mầm non Âu Cơ, ấp Long khánh 3, xã Tam Phước, Biên Hoà, Đồng Nai",13,-55.474098,-34.371216
những phí vậy thì cao quá,Nhưng phí vậy thì cao quá,8,44.182373,2.159298
cao vậy à,Cao vậy ak,2,38.711037,30.787064
em ở đồng nai,E ở Đồng Nai,13,-46.69178,-14.754135
loại này hết luôn hả shop,loại này hết lun hả shop,9,36.70787,44.252258
mình hỏi sản phẩm này,Mình hỏi sp này,9,31.042933,62.380856
lấy hàng mình giao tiền trực tiếp nhà,Lấy hàng mình giao tiền trực tiếp nha,6,-21.133324,10.575213
giao số 1 tảo phường bình thọ quận thủ đức trọng giờ hành chính nha shop,"Giao số 1 Targo, phường bình thọ, quận thủ đức trong giờ hành chính nha shop",13,-40.483593,-17.016706
cho mình đặt mẫu số 1 trong hình shop gửi nha,Cho mình đặt mẫu số 1 trong hình shop gửi nha,1,8.871892,56.140873
xanh và xám đó,Xanh và xám đó,7,22.113394,-38.997154
mẫu số 1 xanh và đèn đó,Mẫu số 1 xanh và đen đó,8,33.127789,6.523197
quạt này xài bền không shop,Quạt này xài bền không shop?,3,9.245104,-76.725945
loại bảo tiêng shop nhỉ,Loại bao tiêng shop nhi,7,24.400665,-46.997681
cho minhg xin ảnh,Cho minhg xin ảnh,14,-25.794859,-29.590437
loại nào shop nhỉ,Loại nào shop nhỉ,2,62.892231,23.737671
anh hùng 0389902745,"Anh Hùng, 0389902745",10,-73.601128,-53.623432
căn 2002 b1 khung cư twin tơrs hud 2 tây nam linh đàm hoàng mai,"Căn 2002 B1, chung cư Twin Towers, HUD2 , Tây nam Linh Đàm, Hoàng Mai",10,-54.395554,-47.952393
ơ mình hỏi vậy thôi,"Ờ mình hỏi vậy thôi, :))",6,-2.636599,3.989133
chat với nhân viên,Chat với nhân viên,4,-69.916832,46.396484
get started,Get Started,4,-72.489662,15.464743
hay trả lời em,Hãy trả lời e,8,15.809792,2.795723
vietcombank đó ạ,Vcb đó ạ,7,19.84874,-44.959656
gửi mình luôn nhé,gửi mình luôn nhé,1,-23.588223,76.259689
van anh 0352934250,Lan Anh 0352934250,10,-66.135437,-58.328976
đến bệnh viện vinmec times city,Đến bệnh viện vinmec times city,10,-59.048584,-61.794567
mình dg cần gấp,Mình dg cần gấp,14,-14.825934,-34.446701
mình nhắn tin mà không thấy trả lời,Mình nhắn tin mà ko thấy trả lời,6,-15.300065,8.3948
hồng,Hồng,13,-53.410408,-9.657199
vì em mua tặng mà,Vì e mua tặng mà,0,13.215814,53.521465
em chuyển roiì chị check đi,E chuyển roiif c Check đi,6,-22.343607,-7.308496
chuyển em báo,Chuyển e báo,1,-14.675475,57.520874
ghế này bảo hàng hãng 12 tháng đúng không ạ,Ghế này bảo hành hãng 12 tháng đúng ko ạ?,8,23.926325,-7.045733
1015,1015,5,91.336121,2.426059
chị muốn mua 2 sản phẩm này bên mình mà shope phí vận chuyển cao quá,C muốn mua 2 sp này bên mình mà shope phí vận chuyển cao quá,0,11.285622,22.960596
còn quây kh ạ,Còn quây kh ạ,7,29.960621,-32.115608
để em nhờ người qua lấy,Để e nhờ ng qua lấy,12,-12.571075,44.500469
mình có được kiểm hàng hk ạ,Mình có đc kiểm hàng hk ạ?,12,-28.195898,45.176392
shop hk thấy ạ,Shop hk thấy ạ?,0,18.096792,17.574499
mình có gửi hình kèm theo mà,Mình có gửi hình kèm theo mà,0,10.308628,19.349899
nhớ 3 vàng + 2 xanh hộ mình nhé,Nhớ 3 vàng + 2 xanh hộ m nhé,14,-0.811699,-44.391842
tổng bill giúp mình,Tổng bill giúp m,3,-19.998705,-47.562138
được bạn nhé,Đc b nhé,1,-8.159694,76.705681
lấy cho mình 3 vàng + 2 xanh bạn nhé,Lấy cho m 3 vàng + 2 xanh b nhé,6,-1.664245,4.683187
trượt còn hàng,Trước còn hàng,2,33.528637,27.927351
xốp,Xốp,5,92.579109,11.005714
thảm cuộn xpe,Thảm cuộn xpe,10,-59.371918,-68.06855
get started,Get Started,4,-71.264282,15.256638
mình gửi nhầm ạ,Mình gửi nhầm ạ,12,-28.308464,26.448788
get started,Get Started,4,-72.2201,14.049865
get started,Get Started,4,-70.908905,14.125566
dụng như được trên nhé,Đúng như đc trên nhé,0,22.772879,20.840319
cho em xanh ngọc nhé,Cho e xanh Ngọc nhé,12,-29.523239,28.040165
0981818034,0981818034,11,58.875584,-37.254906
ngân nha,Ngân nha,3,-3.580988,-57.856709
35/127/44 đường số 4 bình hồng hoa bạn bình tân,35/127/44 đường số 4 .binh hưng hoa b.binh tân,4,-51.296108,2.306815
zị giao cho mình 1 cái,Zị giao cho mình 1 cái,12,-22.440111,31.234676
get started,Get Started,4,-72.2201,14.049865
không thấy mã nào giống bạn ạ,ko thấy mã nào giống b ạ,2,48.232876,13.482057
mình lấy 1m6 x 1m8 ạ,Mình lấy 1m6 x 1m8 ạ,3,-10.628093,-52.513424
mua quây được tặng kèm thảm và bóng đúng không ạ,Mua quây dc tặng kèm thảm và bóng đúng ko ạ?,2,31.395803,22.652979
cho hỏi,Cho hỏi,1,1.224838,92.777008
get started,Get Started,4,-71.470345,17.784828
gửi giúp chị đường link nha,gửi giúp C đường link nha,12,-23.086744,44.293285
đàn organ kèm mic và dj,Đàn organ kèm mic và DJ,10,-49.169598,-66.997925
đàn ogan kèm mic,Đàn ogan kèm mic,10,-71.639778,-56.423416
get started,Get Started,4,-74.025597,12.08388
đó thành lý càng tốt cho tiệt kiệm,"đồ thanh lý càng tốt, cho tiết kiệm",13,-46.309818,-27.828865
người nhà ở trong kia đag cần,Ng nhà ở trong kia đag cần,13,-41.748302,-5.189312
0942424979,0942424979,11,64.014122,-28.330713
nó có cái trừ tiền này thôi,Nó có cái trừ tiền này thôi,8,38.060978,-3.082675
quên mất không chụp,Quên mất ko chụp,3,-0.297141,-61.16077
bạn nhận được chưa ạ,Bạn nhận đc chưa ạ,1,-9.618657,58.758175
ấm này ạ,Ấm này ạ,7,32.060406,-41.282585
xong rui nha shop,Xong rui nha shop,14,-3.729107,-35.96912
nếu chưa thì mjnh order thêm 2 chai nước rửa bình sữa combi nữa,Nếu chưa thì mjnh order thêm 2 chai nước rửa bình sữa combi nữa,3,6.110722,-56.172436
shop chuyển hàng hwa cho mình chưa,Shop chuyển hàng hwa cho mjnh chua,12,-34.48418,32.375828
